Gene	Sample 1	Sample 2
RNU6-95P	0.2501741390084886	2.501741390084886
MIR944	-0.5125033741762095	-5.1250337417620955
RN7SL673P	-1.0985904061510223	-10.985904061510222
MIR6501	-0.643078427874705	-6.43078427874705
MIR6809	-0.55039527391403	-5.5039527391403
MIR6837	1.2023578423992776	12.023578423992776
RNU6-1112P	-0.2691357913278363	-2.691357913278363
MIR663B	-1.4638300756490359	-14.63830075649036
MIR512-1	-1.4103051109721203	-14.103051109721203
MIR378A	0.3164595542734865	3.164595542734865
MIR6885	-1.707765182794985	-17.07765182794985
RNU7-159P	1.4923629315885558	14.923629315885558
MIR4456	2.19579965268775	21.9579965268775
MIR5190	0.10716863741263773	1.0716863741263774
RN7SL850P	1.9514988892396175	19.514988892396175
SNORA26	0.32939375282181876	3.2939375282181875
MIR6755	-0.6272101217458651	-6.272101217458651
RN7SL493P	0.47736317309738113	4.773631730973811
RNA5SP204	-1.0476237429326658	-10.476237429326659
MIR3116-1	1.2052698909930377	12.052698909930378
RNU6-3P	-0.7374484238619438	-7.374484238619438
MIR5585	-0.7665044560837223	-7.665044560837223
RN7SL186P	-1.673274182910295	-16.73274182910295
RNU1-62P	-0.6326832790157038	-6.326832790157038
RNU6-1244P	0.9973494004652964	9.973494004652965
RNU6-195P	-1.4799238757765019	-14.799238757765018
SNORD81	0.19763445599832968	1.9763445599832967
SNORD113	-1.3490828946366396	-13.490828946366396
RN7SL320P	0.7673419814835308	7.6734198148353086
CDKN2B-AS	-0.6923809146836651	-6.923809146836652
RNA5-8SP6	0.05852747812451572	0.5852747812451572
RNU6-1091P	-1.5410500363351618	-15.410500363351618
RNA5SP501	0.15105026884745498	1.5105026884745498
RN7SL828P	-0.6063623971798393	-6.063623971798393
HOXB13-AS1_2	-0.3676516705410088	-3.676516705410088
SNORD116-28	0.9086335394591264	9.086335394591265
RNA5-8SP4	0.43037339614459563	4.303733961445956
RNU4-58P	-1.661357939079169	-16.613579390791692
RN7SL28P	0.40201320699172594	4.02013206991726
SNORA40	-0.13535751367541107	-1.3535751367541107
RN7SKP65	0.2734620189520763	2.7346201895207627
ZNRD1-AS1_3	1.2636288011026326	12.636288011026327
AC012314.1	1.3665992964202256	13.665992964202257
RNU6-1288P	0.1789329322372523	1.7893293223725228
MIR7114	-0.018115168752190294	-0.18115168752190294
RNU6-1233P	-0.3513905190721908	-3.5139051907219083
RNU6-1305P	0.055812848757069565	0.5581284875706957
RNU1-107P	-0.3811476589442823	-3.8114765894428233
RNA5SP142	-0.7764926397349159	-7.764926397349159
MIR548I2	-0.6381235518313909	-6.381235518313909
RNU2-57P	3.047994475748594	30.47994475748594
MIR4444-2	0.6657421498980302	6.657421498980302
MIR3648-1	0.6238952715518415	6.2389527155184155
RNA5SP432	0.07051350611493903	0.7051350611493903
SNORA21B	-0.5962444102932768	-5.962444102932768
MIR1302-4	-0.8867939253893983	-8.867939253893983
RNU1-3	1.1749381592822745	11.749381592822745
MIR558	-0.2855409583311234	-2.8554095833112343
MIR1283-2	-0.2684859725987516	-2.684859725987516
MIR4745	1.2994183065690537	12.994183065690537
SNORD59A	-0.5797421430557401	-5.797421430557401
RNU6-748P	-0.6384016993534667	-6.384016993534667
RN7SKP171	0.20733214287893623	2.073321428789362
XIST_intron	-0.35078250642777187	-3.5078250642777187
hsa-mir-548d-1	-0.9067232695169433	-9.067232695169432
MIR3612	0.2793658165598192	2.793658165598192
RNU6-176P	0.36093698421634246	3.6093698421634244
MIR6499	1.510849413920026	15.108494139200259
snoU13	-0.5961586465393711	-5.961586465393712
MIR5188	0.5895643253663462	5.8956432536634615
MIR4493	-1.0868997270652563	-10.868997270652564
MIR139	-0.9984182890848645	-9.984182890848645
SNORD116-7	0.8955427878777489	8.955427878777488
RN7SKP30	0.3374320517309364	3.3743205173093638
MIR4325	-0.2925973405750129	-2.925973405750129
MIR3162	-0.889041461952584	-8.89041461952584
SNORD114-1	0.4976545173475487	4.976545173475487
RNU6-1250P	1.6199559967147288	16.199559967147287
MIR101-2	-1.3270637658853548	-13.270637658853548
MIR4524B	-0.5330519713537449	-5.330519713537449
MIR8063	1.1876767266550055	11.876767266550054
MIR3124	-0.08305370050992032	-0.8305370050992033
ZNRD1-AS1_2	-2.5009368274980495	-25.009368274980496
RN7SL58P	-0.7244500736519766	-7.244500736519766
SNORA71A	-0.3366550565098246	-3.3665505650982457
MIR3146	-0.15369388695617284	-1.5369388695617283
MIR200A	-1.2695555468664201	-12.695555468664201
RN7SL807P	-0.5617017853166064	-5.617017853166065
MIR4636	-0.9794477825981033	-9.794477825981033
AL353898.2	1.0998000093489302	10.998000093489303
RNU6-606P	0.5326986998906542	5.326986998906542
RNU6-196P	0.5383927110961018	5.383927110961018
MIR6816	1.0935772183923993	10.935772183923993
MIR4264	-0.5091884358033074	-5.091884358033074
RNU6-133P	-2.337368833290863	-23.373688332908632
MIR4737	0.01970628248334867	0.1970628248334867
RNU6-436P	-1.3893607382877728	-13.893607382877729
RN7SKP214	-1.3361111569216952	-13.361111569216952
RNU6-1274P	-0.0185452571820618	-0.18545257182061797
RNU4-45P	-0.7620655305166981	-7.620655305166981
MIR34B	-0.12500162908135964	-1.2500162908135963
MIR181A1	-0.17425219001996128	-1.7425219001996128
RNU6-384P	-0.020703518295859577	-0.20703518295859577
RNU6-111P	1.2100221851277262	12.100221851277261
MIR548AC	0.5401924489554131	5.401924489554131
RNU6-1228P	-0.6234658107167679	-6.234658107167679
7SK	-0.18743325576363554	-1.8743325576363554
RNU6-770P	-0.7359723930894329	-7.3597239308943285
TARM1	0.039979375988168454	0.39979375988168453
SNORD13P3	-1.4058274611218682	-14.058274611218682
RNA5SP382	0.8859017975451097	8.859017975451097
RN7SKP118	0.3534763617165017	3.534763617165017
RNU6-710P	0.924267601347478	9.24267601347478
RNU6-501P	1.3754349405418564	13.754349405418564
MIR6803	0.04427972906083177	0.4427972906083177
RNU6-97P	-0.9471690280900644	-9.471690280900644
RNY4P23	-1.8674384145664449	-18.674384145664447
SNORA50C	0.532134554373551	5.321345543735509
AC012314.11	-0.08611921731321656	-0.8611921731321657
MIR3614	-0.46541325595984745	-4.654132559598475
AL357055.4	1.0651054676158458	10.651054676158457
MIR1910	-0.8316600380994628	-8.316600380994627
RN7SKP18	-0.7546060484585432	-7.546060484585432
MIR4514	0.23012995652598642	2.301299565259864
RN7SL216P	-1.1178888090723589	-11.17888809072359
MIR496	0.5911077306264954	5.9110773062649535
MIR4703	0.9091848471529282	9.091848471529282
MIR5095	0.5492246898200989	5.492246898200989
SNORD115-8	-0.6979021287844156	-6.979021287844156
MIR6726	0.2710514269717082	2.710514269717082
RNU6-1047P	-0.4485908060756893	-4.485908060756893
RNU6-1195P	-0.05340973985838422	-0.5340973985838422
SNORD116-19	-1.0697276598969243	-10.697276598969243
SNORD39	1.294632169031951	12.946321690319511
RNU6-199P	-0.3768051921731155	-3.7680519217311548
RNA5SP403	-0.7745659211961818	-7.745659211961819
RN7SL592P	-1.0267894835091733	-10.267894835091733
RN7SL244P	-0.7800636311376941	-7.800636311376941
RNU6-458P	-0.7755361501652026	-7.755361501652026
RN7SL267P	-0.7605254045102827	-7.605254045102827
RNU6-762P	1.5544164683361998	15.544164683361998
RNU6-629P	0.37762757248508394	3.7762757248508394
RNU6-139P	-0.7401759094509589	-7.401759094509589
RNU6-314P	-0.4879386740059795	-4.879386740059795
RNU6-1260P	-2.031372889912092	-20.31372889912092
RNU6-60P	0.1588140367303216	1.588140367303216
RN7SL653P	2.139337655903138	21.393376559031378
MIR4283-2	0.6104306079152403	6.104306079152403
RNU6-1168P	1.3465367029824	13.465367029824
MIR4644	1.0776240651430329	10.776240651430328
RN7SKP294	-0.2045414512031874	-2.045414512031874
SNORD37	0.3941085394959883	3.9410853949598827
MIR6817	1.0994191205308748	10.994191205308748
MIR1244-2	-0.3606897254658412	-3.606897254658412
RNU6-346P	-0.1628843032557945	-1.628843032557945
RNU5F-4P	-2.025149337740253	-20.25149337740253
SNORD5	-0.3783036000645132	-3.783036000645132
MIR7974	0.40913652737260003	4.091365273726001
RNU6-795P	-0.5090212832665528	-5.090212832665529
RN7SKP245	-0.05914030736742045	-0.5914030736742045
MIR6770-3	-0.8048174743558922	-8.048174743558922
RN7SKP169	-1.5010587828813482	-15.010587828813481
RNU6-883P	0.22345427460610304	2.2345427460610305
MIR4509-1	-2.1029323046389603	-21.029323046389603
MIR4498	0.11859011755055764	1.1859011755055764
RNU6-947P	2.216966480740366	22.16966480740366
MIR3136	-0.7487352234238388	-7.487352234238388
RN7SKP238	-0.6040718325066876	-6.040718325066877
RNU6ATAC30P	0.16036921745080987	1.6036921745080988
MIR8065	-0.2958395118110779	-2.9583951181107793
RNA5SP78	-2.1676595354990735	-21.676595354990734
MIR7706	-0.17148709278588645	-1.7148709278588645
ZEB2_AS1_1	-0.5997805071408422	-5.997805071408422
RNU7-73P	0.5711482796666617	5.711482796666617
MIR543	0.7511108502128145	7.511108502128145
MIR920	-0.4843373869509773	-4.843373869509772
MIR7155	-1.1298696966110013	-11.298696966110013
RN7SL254P	-0.764949035948567	-7.64949035948567
MIR610	0.279992527420054	2.7999252742005396
RNY3P3	0.04370741277193765	0.4370741277193765
ZKSCAN7	1.3681220266620313	13.681220266620313
RNA5SP494	-0.27819171694569256	-2.781917169456926
RN7SKP133	-0.19431708497052105	-1.9431708497052105
RN7SL823P	1.1258422782985664	11.258422782985665
MIR4434	0.24180832579587364	2.4180832579587364
MIR3133	0.22188100590364204	2.2188100590364206
MIR4282	-1.3142253489096962	-13.142253489096962
RN7SL415P	-0.7165505151452642	-7.165505151452642
AL590644.2	0.49189576956352127	4.918957695635212
MIR1273F	1.2412054392230327	12.412054392230328
RN7SKP57	-0.6932306091682813	-6.932306091682813
RNU6-439P	-0.8456177803010902	-8.456177803010902
GNAS-AS1_1	-0.8402371453569956	-8.402371453569955
MIR500B	0.16445137591429523	1.6445137591429524
SNORD114-6	-0.7329953522625376	-7.3299535226253765
SNORA70C	-0.9104274218992292	-9.104274218992291
EI24P3	-1.1819638511580755	-11.819638511580754
RNU7-48P	0.5744092851362321	5.744092851362321
RNU7-1	0.006024605341129934	0.060246053411299336
RNU6-156P	0.0185004353554719	0.185004353554719
RNU6-162P	-0.7752318726214164	-7.752318726214163
RNU6-764P	0.08201394473133157	0.8201394473133157
RNU1-36P	1.2246389348138385	12.246389348138385
SNORA68B	0.1339206623533717	1.339206623533717
RNU6-865P	0.29833424107943596	2.98334241079436
MIR607	1.3354515915976055	13.354515915976055
MIR943	0.31525177793452946	3.1525177793452945
MIR3155B	0.5035723930775449	5.035723930775449
MIR5691	2.4560978539451783	24.56097853945178
MIR210	-1.3874852510630105	-13.874852510630104
RN7SKP19	0.744463639550452	7.444636395504521
RN7SL117P	0.2777528148053107	2.7775281480531073
MIR449B	-0.8112489677989159	-8.112489677989158
RN7SL399P	0.6008697545705048	6.008697545705049
MIR3928	0.25938591455334015	2.5938591455334015
SNORA70	-0.3244847417258942	-3.244847417258942
SNORA69	0.9895598373805574	9.895598373805575
RN7SL426P	-0.8697056422776012	-8.697056422776011
MIR766	1.2365150523294408	12.365150523294409
MIR150	-0.01496312726609424	-0.1496312726609424
MIR657	0.26004923569584454	2.6004923569584455
RNU6-1312P	0.7638792619164647	7.638792619164647
MIR6165	2.137395544079602	21.37395544079602
RNU7-155P	-0.7612093265920146	-7.612093265920146
SNORA25	-0.26014166661828214	-2.6014166661828213
RNA5SP167	0.24168059977444487	2.4168059977444485
RNU6-1283P	-1.0205615474191065	-10.205615474191065
RNU6-415P	-1.137520448680709	-11.375204486807089
ZEB2_AS1_3	0.6209520158016294	6.209520158016294
SNORD14B	0.4905073270675575	4.905073270675575
RNA5SP435	0.10819362217753875	1.0819362217753876
SCARNA10	0.40801398742661393	4.080139874266139
U8	-1.1918538335462032	-11.918538335462031
SNORD11	0.18959278642036523	1.8959278642036523
RNU6-241P	-0.36293845465218955	-3.6293845465218952
RNU1-142P	-1.0128897411912494	-10.128897411912494
SNORD114-4	-0.6983963189774306	-6.983963189774306
SNORD104	0.5607622193621652	5.607622193621652
RNU1-85P	0.43353175442423225	4.335317544242322
RNY3P11	0.24255266980179255	2.4255266980179253
MIR3202-1	-0.13105796094147337	-1.3105796094147337
RNA5SP462	0.2385237085561685	2.385237085561685
MIR548A3	1.2588444077916414	12.588444077916414
MIR548AI	-1.1299003069643332	-11.299003069643332
RNU6-1275P	0.9219962003504005	9.219962003504005
RN7SL802P	-0.37947444196661473	-3.7947444196661473
RN7SL632P	-2.0539726920732306	-20.539726920732306
HOTTIP_4	0.7488310859187071	7.48831085918707
MIR380	-2.3258271029094426	-23.258271029094427
MIR6746	-0.26498440863967215	-2.6498440863967216
RNU6-435P	0.39303981035000135	3.9303981035000133
RNU6-255P	-1.485152450016938	-14.85152450016938
MIR106B	0.7149284557725388	7.149284557725388
MIR5685	1.7532771299604484	17.532771299604484
RN7SKP246	1.180937096298414	11.80937096298414
SNORD116-14	-1.063983850719661	-10.639838507196611
MIR4653	1.4177608673658522	14.177608673658522
MIR4684	0.12814068422750613	1.2814068422750613
MIR4253	0.0656237550918994	0.6562375509189939
DLEU2_3	0.5610956216566874	5.610956216566874
RNU2-44P	-0.049148631454906846	-0.49148631454906844
SNORD38	0.09697012584284068	0.9697012584284068
MIR6757	-2.01698214507717	-20.1698214507717
MIR8068	0.1408078852032176	1.408078852032176
RNU6-223P	0.6809239820777983	6.809239820777982
SNORA20	-1.1132344097436504	-11.132344097436505
OSCAR	-0.20501603928475204	-2.0501603928475203
SNORD38B	-0.3002457759478044	-3.0024577594780437
RN7SL789P	-0.570922519155417	-5.70922519155417
FAM231B	0.9836025197781743	9.836025197781742
RNU2-3P	1.305698700381613	13.056987003816129
RN7SL162P	-1.467301436998308	-14.673014369983079
RNU6-1308P	-0.22093633585695505	-2.2093633585695507
RNU6-391P	-0.48739769562747254	-4.873976956274725
RNU6-911P	-0.27594521935118943	-2.759452193511894
RNU7-67P	-0.43816401020537105	-4.38164010205371
RNU1-74P	0.05653540832702549	0.5653540832702549
SNORA42	0.6976693796249444	6.976693796249443
RNA5SP373	-0.6500992391428605	-6.500992391428605
RNU1-119P	-0.6860260418598586	-6.860260418598586
MIR4688	1.4376879754703844	14.376879754703843
RNA5SP22	-0.2932228035916636	-2.9322280359166357
MIR320B2	-0.21581077971081392	-2.1581077971081393
RNU6-912P	0.27483952191803546	2.7483952191803547
RNU6-1119P	-0.1911953956378929	-1.911953956378929
RNA5SP262	-0.319162223571584	-3.1916222357158404
RNY4P9	0.5401670080102963	5.401670080102963
MIR5739	0.26972545918030794	2.6972545918030795
MIR4524A	0.19798604625380353	1.9798604625380354
MIR3670-1	-0.04018488449358161	-0.4018488449358161
MIR6763	-0.3250340447973225	-3.250340447973225
RN7SKP293	-0.35942981672884317	-3.5942981672884318
MIR548K	0.5628133417520701	5.628133417520701
RNA5SP453	1.5512119588520314	15.512119588520314
RNU6-300P	-0.36832897211302723	-3.683289721130272
ABBA01000935.1	0.43129213577834047	4.312921357783405
RNU2-68P	-0.3308203914317664	-3.308203914317664
RNU6-833P	-1.982897268371417	-19.82897268371417
SNORD111	0.2660180743814235	2.660180743814235
RNU6-323P	-0.03620375870278578	-0.36203758702785777
RNA5SP349	-1.3228855956009422	-13.228855956009422
SNORA31	-1.5877281329236252	-15.877281329236252
SNORA24B	0.37835359916433653	3.7835359916433653
MIR4505	2.0314588548923043	20.31458854892304
MIR548G	1.99872732034631	19.9872732034631
MAP4K5	-0.537029103327158	-5.37029103327158
SAV1	0.4484731591302845	4.484731591302845
AL606489.2	-1.4316499692708005	-14.316499692708005
AL592146.1	-0.01897225394788842	-0.18972253947888418
IRF3	-1.2362189008748923	-12.362189008748922
AP002840.2	-1.2007194988656118	-12.007194988656117
TTC12	0.062271456993606436	0.6227145699360643
SAMD1	0.23652165273383471	2.365216527338347
AC027343.3	-0.43189397263375184	-4.318939726337518
AC091951.2	0.2762736009256263	2.762736009256263
PAPD7	-1.3737844127153445	-13.737844127153444
AC004148.1	0.2712162390611759	2.712162390611759
AC026786.2	-0.012971567123309618	-0.12971567123309619
AL160313.1	0.19587642013637388	1.9587642013637387
AC137770.1	1.797325031475175	17.97325031475175
RPS7P11	-1.1226611213896338	-11.226611213896337
AC139530.2	0.8638306488851573	8.638306488851573
MRPL12	-1.306516708511247	-13.06516708511247
ZC3H11A	-0.1874981265558628	-1.874981265558628
RPSAP5	0.48126715860638436	4.812671586063844
AC087499.8	-1.1366438699901766	-11.366438699901767
AL162151.1	-0.25579938740317204	-2.5579938740317205
RPL3P4	1.173844290263069	11.738442902630691
C14orf177	-0.7022934076768321	-7.022934076768321
ZSWIM5P2	-0.3409323577299029	-3.4093235772990287
COTL1P2	-0.40829570872538784	-4.082957087253878
LINC02304	1.5701527597468905	15.701527597468905
AC015818.3	-1.0742916132653224	-10.742916132653225
FXYD6	0.4329544457850989	4.329544457850989
AL512361.1	0.4544361423003832	4.544361423003832
AL353616.1	-1.0308318952328692	-10.308318952328692
RPA2P1	0.6638623115220754	6.638623115220755
MYH14	-0.5637211288755172	-5.6372112887551715
AC008655.1	-2.716511088632993	-27.16511088632993
MYBPH	-1.392265575836425	-13.92265575836425
SPRED3	1.1282043380451467	11.282043380451467
AL139354.1	0.543136648926962	5.43136648926962
AL139421.1	-0.9423284010273946	-9.423284010273946
AC126124.2	-1.128431494938484	-11.28431494938484
SNAPC4	0.6189298113179091	6.189298113179092
ASB7	-0.28561834263727404	-2.8561834263727404
NUP88	0.2522342300696844	2.5223423006968435
AL354732.1	-0.10222999074772884	-1.0222999074772885
AC027673.1	-2.558993718244801	-25.58993718244801
PID1	-0.15889115328691122	-1.5889115328691124
AC100835.1	-2.391818160151061	-23.91818160151061
AL353754.1	1.2298098841213907	12.298098841213907
BX088651.4	0.5985345463337801	5.985345463337801
CCDC85B	2.572353393372725	25.723533933727253
CD34	-0.9312521276407649	-9.312521276407649
BACE1	0.5104167948601915	5.104167948601916
MT-TF	-1.6251102030188331	-16.25110203018833
MT-RNR1	-2.2963416067090288	-22.963416067090286
MT-TV	0.7216001209662604	7.216001209662604
MT-RNR2	0.15072051445281198	1.5072051445281198
MT-TL1	0.4379037878100166	4.379037878100166
MT-ND1	-0.8781037705742923	-8.781037705742923
MT-TI	-0.5973416952005107	-5.973416952005107
MT-TQ	0.026843300945151125	0.2684330094515113
MT-TM	0.8116809263546098	8.116809263546097
MT-ND2	-1.624443893998223	-16.24443893998223
MT-TW	-0.11820449739704372	-1.1820449739704373
MT-TA	2.737459400506981	27.374594005069813
MT-TN	-1.216140359352558	-12.161403593525579
MT-TC	0.7245384784167795	7.245384784167795
MT-TY	-0.49256236862826347	-4.925623686282635
MT-CO1	-1.0467547213007207	-10.467547213007206
MT-TS1	-0.8779109900536493	-8.779109900536493
MT-TD	0.8460667186910796	8.460667186910797
MT-CO2	-1.6610565600871714	-16.610565600871713
MT-TK	-1.4714105471164198	-14.7141054711642
LMOD1	-0.5117812995430059	-5.117812995430059
IRX1	-0.13220063533920337	-1.3220063533920337
MT-ATP8	-1.8733547486061832	-18.73354748606183
AKAP2	-1.2136478545159848	-12.136478545159848
AC016595.1	1.8908792986962364	18.908792986962364
MT-ATP6	-2.486181705788826	-24.86181705788826
APOM	-0.48378751279691806	-4.8378751279691805
AC236972.2	-1.402145830892567	-14.02145830892567
AC008758.5	-1.3618077408724605	-13.618077408724606
MT-CO3	0.4357519006638257	4.357519006638257
RHBDF2	2.2594429175775015	22.594429175775016
MT-TG	-1.250408667421133	-12.50408667421133
MT-ND3	0.8480306096551437	8.480306096551436
AC007952.6	2.5036988209373576	25.036988209373575
MT-TR	1.2751996463574593	12.751996463574592
MT-ND4L	-0.6960177005986119	-6.960177005986119
PRG3	-0.24610001164007206	-2.4610001164007205
SLC5A9	-0.4535484948854378	-4.5354849488543785
MT-ND4	-0.19146094663274493	-1.9146094663274493
STXBP5-AS1	1.6328954450147861	16.32895445014786
CUTALP	0.2586618542299974	2.586618542299974
MT-TH	1.527128079443747	15.27128079443747
SLC23A1	1.2782216695810507	12.782216695810506
MT-TS2	-1.4659056271078061	-14.659056271078061
MT-TL2	0.45677415045329656	4.5677415045329655
AL360270.3	-2.480631160284372	-24.806311602843717
MT-ND5	1.8268410520608644	18.268410520608644
AC096664.1	1.2279531795562495	12.279531795562495
AC011270.1	-1.32928225094916	-13.2928225094916
AL591926.7	1.4618472010191772	14.618472010191772
FAM27D1	0.8423706130603702	8.423706130603701
MT-ND6	0.7553106730321729	7.553106730321729
WASHC2A	-0.21140102975476266	-2.1140102975476265
LINC02292	-1.4117975966096652	-14.117975966096651
MT-TE	1.9730476932321113	19.730476932321114
AP000936.1	-0.8746319482874253	-8.746319482874252
MT-CYB	-2.5179701011898565	-25.179701011898565
CD53	0.4355267566777352	4.355267566777352
IGHV1-58	-2.0915497901424707	-20.915497901424708
MT-TT	-1.0428384933973525	-10.428384933973526
IGHV5-51	0.8958511248393565	8.958511248393565
MT-TP	-0.3435061181308233	-3.4350611813082335
AC135586.1	1.0916545581101182	10.916545581101182
AC091390.1	1.5123457742842874	15.123457742842874
C15orf59-AS1	0.9739949589071702	9.739949589071703
NID1	-0.2991804616005932	-2.9918046160059317
AL356289.3	-0.7444312728440748	-7.444312728440749
IGHVIII-44	-1.5368798346873622	-15.368798346873621
AC007608.2	1.8749630981688876	18.749630981688878
MEGF9	-0.380914447306598	-3.80914447306598
SCRT2	0.6874291806059057	6.874291806059057
AGAP6	-0.8381823521767828	-8.381823521767828
UBASH3A	-0.17973528280198192	-1.7973528280198192
FLYWCH2	-0.479295930206443	-4.79295930206443
ATP6V0E1P4	-0.5525499076689849	-5.525499076689849
PET100	0.18703415642840523	1.8703415642840524
SCGB2B2	-0.7724731991119769	-7.724731991119769
OR5G5P	-1.1587769118774824	-11.587769118774824
PLPPR3	0.5024921774833606	5.024921774833606
MEIG1	0.8232990635249271	8.232990635249271
EXOC3L1	0.7185273314711655	7.185273314711655
PLEKHG7	0.6767451079568485	6.767451079568485
AP004245.1	0.6818883702396206	6.818883702396206
KCNMA1-AS2	-0.13264921230786403	-1.3264921230786402
CD46	-1.0068869081931546	-10.068869081931545
AC090286.1	-0.8992353636034981	-8.99235363603498
