	Sample 0	Sample 1	Sample 2	Sample 3	Sample 4	Sample 5	Sample 6	Sample 7	Sample 8	Sample 9	Sample 10	Sample 11	Sample 12	Sample 13	Sample 14	Sample 15	Sample 16	Sample 17	Sample 18	Sample 19	Sample 20	Sample 21	Sample 22	Sample 23	Sample 24	Sample 25	Sample 26	Sample 27	Sample 28	Sample 29
Sample 10	0.469264723325299	1.0164493568275905	0.8138495575251251	1.1654489033624367	0.9982953471053808	0.6463243087056879	1.2102402584658187	1.0086748481719698	0.9783079022975789	0.7837818686643617	0.0	0.06777383496346663	0.7743165173686408	1.2616646105164548	1.271344221989925	0.8923235877162007	1.3332781676028558	0.9120332068316888	0.624390276601668	1.003615784087039	0.797305398474726	1.4937586905873763	0.6748298588616656	1.2693102860353371	0.7901234232759572	0.966164677657803	1.4182355242508435	0.9032719104192415	0.9906026285760682	0.6159981463475428
Sample 11	0.49207166760062043	1.0161908797911208	0.8299776934463724	1.1931935230520525	1.0592929833453086	0.6663504787393351	1.237201293510849	1.0115607583931656	0.9626899374955328	0.8380187194180972	0.06777383496346663	0.0	0.8335588317113316	1.2992965468441955	1.310786854456014	0.9176172536007275	1.3418018199559658	0.8880051024442499	0.6184627459371199	0.9955371797677361	0.8448009145020806	1.5115898600879056	0.7249107253992795	1.2826857662168882	0.7831198462027024	0.9766498263420654	1.4634715865752999	0.9440236920347981	1.0511891435676899	0.6668072534960964
Sample 12	0.6897007489558885	1.02625497086657	0.8266146419625942	0.8334898814520993	0.23647803230345238	0.6207133226245742	0.8722182777865038	1.0766968231716156	1.27249997634164	0.16669967530467591	0.7743165173686408	0.8335588317113316	0.0	0.7233002284853223	0.7128484414047983	0.6884272207702733	1.1973778099474768	1.266747493976848	0.8844433252375358	1.1659868611034325	0.2993209168219342	1.188991370665704	0.20465564025531313	1.121946406117634	1.016140372411657	0.9597853693804588	0.7517448013073152	0.40424717625219764	0.2353373437666188	0.3635752522997227
Sample 13	0.9343958351759696	0.7598314554725482	0.7613635381597519	0.3532814372189708	0.6812452528497994	0.6869678625357823	0.35017537111717234	0.8822762283324136	1.2061450368634972	0.5883111452613047	1.2616646105164548	1.2992965468441955	0.7233002284853223	0.0	0.04469321602960517	0.4985223095143578	0.7197474687461294	1.233023994888812	0.949142911491121	0.996904573366446	0.498270050438132	0.5514215448132124	0.6682729348936904	0.6898441523902544	0.981100828268219	0.7632969458785386	0.2864922169551664	0.3819571117964377	0.7626996051803123	0.7117866475707428
Sample 14	0.9442978852061767	0.7930227023527696	0.7759291138592092	0.37172727525452054	0.6576796990521919	0.7072774915103107	0.3703437744320459	0.9029403251498749	1.2267979837922522	0.5804313515417783	1.271344221989925	1.310786854456014	0.7128484414047983	0.04469321602960517	0.0	0.5176803007177856	0.7478851521607425	1.2571027333636586	0.9713630325628811	1.0219423277385429	0.49690126200686935	0.5795261622445027	0.6702218635023409	0.7108231147215948	1.0032658041658806	0.7823345022678532	0.2590016159572169	0.3908312694914054	0.7434945409364758	0.7100677794056024
Sample 15	0.4887473145941361	0.3848074569534438	0.27555037554942285	0.27748434223014806	0.7780683158041238	0.2710886758778975	0.3204660149305923	0.4400009846658165	0.7283411232745606	0.5275238305931597	0.8923235877162007	0.9176172536007275	0.6884272207702733	0.4985223095143578	0.5176803007177856	0.0	0.5223879906941679	0.7496335730880254	0.4656685584200805	0.5460879494656532	0.3950377215201826	0.617230286418237	0.5504699019077586	0.45219236531688617	0.4890716030608126	0.31622681459121543	0.7591067969815173	0.3900228604430258	0.8619793955529048	0.44028418561381
Sample 16	0.9083851995591881	0.3699002199155288	0.5712627903169143	0.41363605201718223	1.2505322739099785	0.7231495042070609	0.39459547689477026	0.4314270917702504	0.7317947395982923	1.0329733668153047	1.3332781676028558	1.3418018199559658	1.1973778099474768	0.7197474687461294	0.7478851521607425	0.5223879906941679	0.0	0.7835396543092101	0.7469662576102243	0.500361628032896	0.8981680016545553	0.32398138620366207	1.0602517441557266	0.15868353127021814	0.642459418722104	0.4170771075966462	0.9963625928277905	0.841802118633701	1.3431410364843412	0.9553631175318383
Sample 17	0.6192753392218394	0.5449964195675059	0.5305882855178101	0.9317665856436547	1.4260657082750252	0.6829584940315391	0.9568290412578315	0.41627117493226234	0.15741452326377495	1.1472295187936299	0.9120332068316888	0.8880051024442499	1.266747493976848	1.233023994888812	1.2571027333636586	0.7496335730880254	0.7835396543092101	0.0	0.3957316676292931	0.2857791658123227	1.0479452682690413	1.0848969443378353	1.1040271294972048	0.7550735824488064	0.26644571971371067	0.5109440863927291	1.5054996174094035	1.0842968566277724	1.4909857026351747	0.9297723573872481
Sample 18	0.2978735418830809	0.42508170054128325	0.3187839099782665	0.7189776387832616	1.0592973263007328	0.305272461880157	0.754899957910417	0.4169911826147168	0.4520582107350008	0.7733504170920931	0.624390276601668	0.6184627459371199	0.8844433252375358	0.949142911491121	0.9713630325628811	0.4656685584200805	0.7469662576102243	0.3957316676292931	0.0	0.39010519196294974	0.6818993628473453	0.969983555560139	0.7132173087399292	0.7025678439917057	0.19149633759858112	0.40298638329072894	1.1983610268221143	0.724650423041539	1.110655294249886	0.572236114242129
Sample 19	0.6134681104308425	0.3178832196595993	0.3698657672796006	0.6754846432097027	1.2928922393999078	0.5753463483433261	0.6945032403573839	0.16449533437011749	0.2508109248748987	1.023344987913432	1.003615784087039	0.9955371797677361	1.1659868611034325	0.996904573366446	1.0219423277385429	0.5460879494656532	0.500361628032896	0.2857791658123227	0.39010519196294974	0.0	0.9053726150421574	0.8036852593400879	1.0064507625375878	0.4714532837873708	0.21443097300095687	0.2731788259881963	1.2778536316119995	0.9172923724085286	1.3715382263293165	0.8393160676819574
Sample 20	0.5481040789400949	0.748090350174431	0.5733734895513899	0.5411440462751805	0.40095181994063206	0.3940463831390755	0.5815317518650861	0.8070694729432769	1.0430684782790318	0.13609790659348325	0.797305398474726	0.8448009145020806	0.2993209168219342	0.498270050438132	0.49690126200686935	0.3950377215201826	0.8981680016545553	1.0479452682690413	0.6818993628473453	0.9053726150421574	0.0	0.9023489619105235	0.21307385410636506	0.8254313126743121	0.7847970513190887	0.6845434400156443	0.6288587602003842	0.17410261207063593	0.4702140954653151	0.24615625081421594
Sample 21	1.088599854488324	0.592816479586843	0.7776435401091705	0.3914139945997773	1.194718348888591	0.8490689075820514	0.3454381868365459	0.7181290803456911	1.0410522175692491	1.0295674109447808	1.4937586905873763	1.5115898600879056	1.188991370665704	0.5514215448132124	0.5795261622445027	0.617230286418237	0.32398138620366207	1.0848969443378353	0.969983555560139	0.8036852593400879	0.9023489619105235	0.0	1.076493905947253	0.39211684965126337	0.9086835132731852	0.6617155796044268	0.7883853285361738	0.8041120204577422	1.2843186420647836	1.033265999907057
Sample 22	0.5635595036115807	0.851779609343612	0.6944125712693965	0.7335545898395883	0.41018418341025303	0.4400868549038909	0.7728484329547451	0.9340576934276793	1.1243763117982475	0.16881563325157753	0.6748298588616656	0.7249107253992795	0.20465564025531313	0.6682729348936904	0.6702218635023409	0.5504699019077586	1.0602517441557266	1.1040271294972048	0.7132173087399292	1.0064507625375878	0.21307385410636506	1.076493905947253	0.0	0.9998297565029789	0.8558241485656665	0.8226300922299034	0.7625007473680097	0.29404227486416995	0.4144255719424674	0.29083492766969726
Sample 23	0.8223051732268337	0.3993345939527511	0.4723115125456356	0.34816710341014734	1.1675508065613998	0.674700166723734	0.34073341966191656	0.35690967967143256	0.6810016166864487	0.9560813720936263	1.2693102860353371	1.2826857662168882	1.121946406117634	0.6898441523902544	0.7108231147215948	0.45219236531688617	0.15868353127021814	0.7550735824488064	0.7025678439917057	0.4714532837873708	0.8254313126743121	0.39211684965126337	0.9998297565029789	0.0	0.5918244486573149	0.323229546900478	0.9640885856262292	0.7957668823141649	1.2704139052697254	0.8613501452775338
Sample 24	0.4133390217818716	0.3740009817755101	0.27775925293829884	0.6955157319360057	1.1664440599983539	0.4320825849219735	0.7264062817646969	0.25875972432090466	0.28055086106352994	0.8885566256587144	0.7901234232759572	0.7831198462027024	1.016140372411657	0.981100828268219	1.0032658041658806	0.4890716030608126	0.642459418722104	0.26644571971371067	0.19149633759858112	0.21443097300095687	0.7847970513190887	0.9086835132731852	0.8558241485656665	0.5918244486573149	0.0	0.29538806221980046	1.2475597718389553	0.8226289639895453	1.2351398796807693	0.6816403680486386
Sample 25	0.5162617765474623	0.3069520371628111	0.17036410782639472	0.43666739893602335	1.0570677420717283	0.44086424589744483	0.4644749965457523	0.1294132649773862	0.4495971257769504	0.8059097520026838	0.966164677657803	0.9766498263420654	0.9597853693804588	0.7632969458785386	0.7823345022678532	0.31622681459121543	0.4170771075966462	0.5109440863927291	0.40298638329072894	0.2731788259881963	0.6845434400156443	0.6617155796044268	0.8226300922299034	0.323229546900478	0.29538806221980046	0.0	1.0366347182840419	0.704820908016718	1.1493854474727725	0.6414246644614616
Sample 26	1.142339637154087	1.0419657369661521	1.01657483770625	0.6291065389895942	0.6344443674705273	0.9143604039796326	0.6256357494857453	1.1592296925713506	1.4788288242219358	0.6649982620762115	1.4182355242508435	1.4634715865752999	0.7517448013073152	0.2864922169551664	0.2590016159572169	0.7591067969815173	0.9963625928277905	1.5054996174094035	1.1983610268221143	1.2778536316119995	0.6288587602003842	0.7883853285361738	0.7625007473680097	0.9640885856262292	1.2475597718389553	1.0366347182840419	0.0	0.526726634720401	0.6995596399010292	0.8595344552868729
Sample 27	0.6574208605428794	0.7053088988503722	0.6272840646447625	0.48819891315775765	0.4775611136435853	0.42114304140165704	0.5192175855911494	0.8269818335122093	1.0879794558262412	0.268734402505519	0.9032719104192415	0.9440236920347981	0.40424717625219764	0.3819571117964377	0.3908312694914054	0.3900228604430258	0.841802118633701	1.0842968566277724	0.724650423041539	0.9172923724085286	0.17410261207063593	0.8041120204577422	0.29404227486416995	0.7957668823141649	0.8226289639895453	0.704820908016718	0.526726634720401	0.0	0.5276186910955889	0.40684544567415254
Sample 28	0.9207737103882078	1.210837838939519	1.0287436451711527	0.9519686411897029	0.14561622093993734	0.8336667961043128	0.9842045299082892	1.2721837058134566	1.490657785914431	0.3486961030719381	0.9906026285760682	1.0511891435676899	0.2353373437666188	0.7626996051803123	0.7434945409364758	0.8619793955529048	1.3431410364843412	1.4909857026351747	1.110655294249886	1.3715382263293165	0.4702140954653151	1.2843186420647836	0.4144255719424674	1.2704139052697254	1.2351398796807693	1.1493854474727725	0.6995596399010292	0.5276186910955889	0.0	0.5819703243216722
Sample 29	0.3525929029927644	0.7662824031532246	0.48884103648259136	0.6528307061721828	0.513481707430988	0.36232116340593057	0.7000863793538773	0.7485216107437528	0.9216999778638159	0.2636560478639533	0.6159981463475428	0.6668072534960964	0.3635752522997227	0.7117866475707428	0.7100677794056024	0.44028418561381	0.9553631175318383	0.9297723573872481	0.572236114242129	0.8393160676819574	0.24615625081421594	1.033265999907057	0.29083492766969726	0.8613501452775338	0.6816403680486386	0.6414246644614616	0.8595344552868729	0.40684544567415254	0.5819703243216722	0.0
