	Sample 0	Sample 1	Sample 2	Sample 3	Sample 4	Sample 5	Sample 6	Sample 7	Sample 8	Sample 9	Sample 10	Sample 11	Sample 12	Sample 13	Sample 14	Sample 15	Sample 16	Sample 17	Sample 18	Sample 19	Sample 20	Sample 21	Sample 22	Sample 23	Sample 24	Sample 25	Sample 26	Sample 27	Sample 28	Sample 29
Sample 10	0.6932045574291333	0.8089131199199286	0.09597709539055799	0.9068099099705793	0.7255513214440209	0.9001888098992901	0.15853937703299814	0.3736699472293885	0.3290924877054531	0.6963927949097533	0.0	0.08729302187757498	0.09279000187333758	0.08831123721725082	0.6492963453082496	0.3080817827603629	0.2355105739746513	0.08617133776474323	0.40830799847769494	0.4401590239218202	0.6100910579482342	0.2860420652054369	0.401210022960323	0.9116593718728999	0.374128836267955	0.11126023546823094	0.09239157566974554	0.0918783148060725	0.3527833086095753	0.47033377735689863
Sample 11	0.7471999303119038	0.856424052269618	0.08423797791367571	0.9184069682125767	0.7795716923265603	0.8808977596295943	0.19662936098294576	0.3109171842002437	0.3962698463798917	0.7503363725020297	0.08729302187757498	0.0	0.0854602260538942	0.09425093591417727	0.7072216465695182	0.3733374075177528	0.26777437259819614	0.07685096577190503	0.33957502380151117	0.47456450676342715	0.5541931930567287	0.3426108878928088	0.3330444255885266	0.9055310844710016	0.4346524074425203	0.093946158666186	0.08480569994576198	0.08826727073624713	0.29448705905277783	0.43428116345661427
Sample 12	0.7652107285980941	0.8728991837099996	0.09071300207259819	0.9110858409835927	0.8012963351225362	0.8527033609796166	0.23573917499906366	0.29054016991373216	0.4399895921597279	0.7687782202731146	0.09279000187333758	0.0854602260538942	0.0	0.10676478641719317	0.722302231229999	0.4232230275738488	0.3058728391916966	0.08498968951143204	0.2982291910132736	0.5342479869659981	0.5280828075989427	0.39802614344619786	0.29685245708067765	0.8928025901300876	0.4652724161947466	0.0953512526701561	0.09628174808161216	0.09424606863681784	0.2792084416326357	0.3876012287929317
Sample 13	0.6221126861548639	0.7346983116629251	0.09848077020175433	0.9019878924180016	0.6511328086258987	0.9388541709518713	0.0876835507196917	0.433230567991469	0.2390893497146519	0.6249126509855928	0.08831123721725082	0.09425093591417727	0.10676478641719317	0.0	0.5848874088361642	0.22016778899502248	0.14058195306088228	0.09359399644009941	0.45744841537753156	0.3770665161717762	0.6958812323769791	0.19854062825920182	0.45286086207510284	0.937233214536162	0.2851780790311049	0.15367195186855892	0.10506061623204666	0.08044505137049585	0.4168019246632654	0.5374665217987717
Sample 14	0.09326340388640708	0.0995786293474396	0.6830008361770988	0.3042323122686011	0.09214289838167972	0.453371269601916	0.5252154115697645	0.9039796132034416	0.3397195636548844	0.09308108182385494	0.6492963453082496	0.7072216465695182	0.722302231229999	0.5848874088361642	0.0	0.3629531012336258	0.458603462590531	0.7090715768902127	0.9145741580608147	0.1753525273788204	0.737287724517961	0.3907943969633	0.9112910064756388	0.415942005857084	0.2857256779057702	0.8323813760662535	0.7182383862681446	0.6322377489540177	0.9035179171645356	0.9033313132085186
Sample 15	0.3989399501509343	0.45711522307364955	0.34316295801847163	0.642506707906592	0.41918710340657894	0.8528158511658506	0.10254368648875428	0.6593206710329418	0.09605288874754364	0.40117220696134226	0.3080817827603629	0.3733374075177528	0.4232230275738488	0.22016778899502248	0.3629531012336258	0.0	0.09284866239382983	0.3770897270834359	0.6911629097158063	0.10999582698044719	0.9032542806076156	0.08667809975812413	0.6854788499736557	0.781342960047653	0.0961818240973456	0.4726153567449419	0.4173301019267044	0.28869621530230494	0.6389911177518763	0.7588300214453805
Sample 16	0.47418022593704584	0.547048051403474	0.2627815882518495	0.7332911276176408	0.527749956126561	0.9054922315814227	0.08259202685663197	0.5539874572751877	0.09445285883893229	0.47498402050933547	0.2355105739746513	0.26777437259819614	0.3058728391916966	0.14058195306088228	0.458603462590531	0.09284866239382983	0.0	0.2682821528905175	0.5801653077555601	0.15572658937658534	0.8916394989395066	0.08883760528494189	0.5741473866075617	0.8607221117819304	0.10232148302038652	0.39110107400575583	0.29946219516278627	0.21361748068620517	0.5423894074461393	0.6826936463971812
Sample 17	0.7490180196435885	0.8586347982376313	0.08317767315596131	0.9193187454931332	0.7817278816562685	0.8806310570499684	0.19749175316409578	0.308510363093278	0.399850555812576	0.7521838146699891	0.08617133776474323	0.07685096577190503	0.08498968951143204	0.09359399644009941	0.7090715768902127	0.3770897270834359	0.2682821528905175	0.0	0.3358209402014867	0.475886681786796	0.5516929319279245	0.34614490319920377	0.329564668490243	0.9061755132933222	0.43747366382044245	0.0931151768428361	0.08432876732572891	0.08720071070815871	0.29260448943811446	0.4315291888447166
Sample 18	0.9122291608425199	0.8920488175367547	0.37348328500150596	0.6428578510152365	0.9098073741934514	0.5216856977379047	0.5438627303577163	0.08337638560695992	0.7092235335851426	0.9120363939508983	0.40830799847769494	0.33957502380151117	0.2982291910132736	0.45744841537753156	0.9145741580608147	0.6911629097158063	0.5801653077555601	0.3358209402014867	0.0	0.8641512139422414	0.21675044583551617	0.6698304180921886	0.07799073624221647	0.5420229443800278	0.7597432174407515	0.19537255172348672	0.3037823880446866	0.42305588662915183	0.08529102858190135	0.08787150870327548
Sample 19	0.2080070568857672	0.3105873644178603	0.4609246493854524	0.5319973917090935	0.23407016300682304	0.6986426311611382	0.2071001953023583	0.8401115237107395	0.10115842278043136	0.21053772317381514	0.4401590239218202	0.47456450676342715	0.5342479869659981	0.3770665161717762	0.1753525273788204	0.10999582698044719	0.15572658937658534	0.475886681786796	0.8641512139422414	0.0	0.9337666775242324	0.11198250811986432	0.8588559371777793	0.6241844848024252	0.07449849402116349	0.5901283010619008	0.5314281798658842	0.4274460343155603	0.8260855413761095	0.911729311333803
Sample 20	0.6996736437950823	0.6098657527030027	0.5778765039628821	0.4340368977310207	0.6734372482994382	0.21806153984649962	0.8620855901399398	0.2435988519687564	0.9080250791385149	0.6969842487555064	0.6100910579482342	0.5541931930567287	0.5280828075989427	0.6958812323769791	0.737287724517961	0.9032542806076156	0.8916394989395066	0.5516929319279245	0.21675044583551617	0.9337666775242324	0.0	0.9069282282904416	0.22214954431592077	0.3025561459942583	0.9250810251529371	0.4529655760403317	0.5307264479918898	0.6285597877111632	0.26094406081675875	0.14304479351240423
Sample 21	0.4241076082202612	0.4708042635466242	0.3166835629402479	0.6712778588061156	0.44139191349151047	0.8698138392597401	0.09544900873583284	0.6319965417167643	0.08886176311545102	0.42605981291500816	0.2860420652054369	0.3426108878928088	0.39802614344619786	0.19854062825920182	0.3907943969633	0.08667809975812413	0.08883760528494189	0.34614490319920377	0.6698304180921886	0.11198250811986432	0.9069282282904416	0.0	0.6623023114283468	0.8029711043704848	0.09147385418391435	0.46069437134338403	0.3910342988837544	0.2675836798437239	0.611117643922011	0.7515379396098618
Sample 22	0.9092183427702634	0.8910075653141998	0.36595582447467767	0.6501226507446056	0.9071631242305441	0.5241184827715538	0.539960535752499	0.08653341054727998	0.7045300620155857	0.909056891230513	0.401210022960323	0.3330444255885266	0.29685245708067765	0.45286086207510284	0.9112910064756388	0.6854788499736557	0.5741473866075617	0.329564668490243	0.07799073624221647	0.8588559371777793	0.22214954431592077	0.6623023114283468	0.0	0.5465704605687383	0.7548369472860635	0.1944954063325211	0.30188272938090344	0.4164833656733137	0.08857506978210822	0.0899429196502714
Sample 23	0.3789057583824137	0.26661870416947625	0.9013906395696378	0.09818014001852204	0.3500020245280693	0.06078404283973193	0.9130977126186999	0.5660529194265765	0.7624587864976734	0.3761181760219221	0.9116593718728999	0.9055310844710016	0.8928025901300876	0.937233214536162	0.415942005857084	0.781342960047653	0.8607221117819304	0.9061755132933222	0.5420229443800278	0.6241844848024252	0.3025561459942583	0.8029711043704848	0.5465704605687383	0.0	0.7164097401796534	0.8453320710702446	0.8945424989319621	0.9195861179998577	0.5823784808509047	0.46213106157545625
Sample 24	0.32339204877855277	0.40728483414563454	0.4085603045581743	0.5784303951887428	0.348744207660898	0.8000512743965009	0.1266178079117375	0.7337704814875641	0.0925798999795791	0.3260266929981963	0.374128836267955	0.4346524074425203	0.4652724161947466	0.2851780790311049	0.2857256779057702	0.0961818240973456	0.10232148302038652	0.43747366382044245	0.7597432174407515	0.07449849402116349	0.9250810251529371	0.09147385418391435	0.7548369472860635	0.7164097401796534	0.0	0.5392779009392875	0.4620554288477454	0.3546980424541606	0.7160765654457856	0.8339048229907562
Sample 25	0.8727708114310975	0.93288199282126	0.10236136816662639	0.9011488364418296	0.8980186027795132	0.7749217395372963	0.326518487737874	0.18460252843844865	0.5254843586776117	0.8755496453948867	0.11126023546823094	0.093946158666186	0.0953512526701561	0.15367195186855892	0.8323813760662535	0.4726153567449419	0.39110107400575583	0.0931151768428361	0.19537255172348672	0.5901283010619008	0.4529655760403317	0.46069437134338403	0.1944954063325211	0.8453320710702446	0.5392779009392875	0.0	0.09705158241887107	0.11787964480130997	0.16939751382185497	0.2809810650586844
Sample 26	0.7600776751514741	0.8689650746767787	0.09022828732408272	0.9116747144615736	0.7958320471393576	0.8568150903070446	0.22980789201728435	0.29446018105334215	0.4350335921569658	0.76358559548692	0.09239157566974554	0.08480569994576198	0.09628174808161216	0.10506061623204666	0.7182383862681446	0.4173301019267044	0.29946219516278627	0.08432876732572891	0.3037823880446866	0.5314281798658842	0.5307264479918898	0.3910342988837544	0.30188272938090344	0.8945424989319621	0.4620554288477454	0.09705158241887107	0.0	0.09372373062944267	0.2832327806903375	0.3945182190913164
Sample 27	0.6758160673615329	0.7934608139811036	0.09602632531993233	0.9061890612333425	0.708167475869821	0.9115402357361849	0.13944100074190513	0.39024613015627	0.30900704325576955	0.678995336436756	0.0918783148060725	0.08826727073624713	0.09424606863681784	0.08044505137049585	0.6322377489540177	0.28869621530230494	0.21361748068620517	0.08720071070815871	0.42305588662915183	0.4274460343155603	0.6285597877111632	0.2675836798437239	0.4164833656733137	0.9195861179998577	0.3546980424541606	0.11787964480130997	0.09372373062944267	0.0	0.36981184795075794	0.5248612259074772
Sample 28	0.9063113122217166	0.8994873245236874	0.3189576317090499	0.6939250318229302	0.9072551002575782	0.5455491252420658	0.4751837610078316	0.09596008777151244	0.6621842612974806	0.906473200568529	0.3527833086095753	0.29448705905277783	0.2792084416326357	0.4168019246632654	0.9035179171645356	0.6389911177518763	0.5423894074461393	0.29260448943811446	0.08529102858190135	0.8260855413761095	0.26094406081675875	0.611117643922011	0.08857506978210822	0.5823784808509047	0.7160765654457856	0.16939751382185497	0.2832327806903375	0.36981184795075794	0.0	0.09644686727477164
Sample 29	0.8957843600428781	0.838109820556321	0.45414050394084465	0.5547655103500433	0.8861002502960839	0.4325087367963024	0.6272149651768055	0.0944439724881242	0.775888462366443	0.8949847221699749	0.47033377735689863	0.43428116345661427	0.3876012287929317	0.5374665217987717	0.9033313132085186	0.7588300214453805	0.6826936463971812	0.4315291888447166	0.08787150870327548	0.911729311333803	0.14304479351240423	0.7515379396098618	0.0899429196502714	0.46213106157545625	0.8339048229907562	0.2809810650586844	0.3945182190913164	0.5248612259074772	0.09644686727477164	0.0
